Join_Count,TARGET_FID,proyecto,FREQUENCY,region_zon,latitud,longitud,precio_m2,Total_Pric,superficie,niveles,torres,unidades,ascensor,dormitorio,sanitarios,parqueos,parqueos_m,balcon,piscina,gimnasio,areas_verd,area_socia,areas_depo,juegos,Densidad,Porcentaje,Porcenta_1,Porcenta_2,Porcenta_3,Porcenta_4,Dist_DBC,Dist_CH,Dist_Trans,Count_Tran,Dist_Tra_1,Count_Tr_1,Dist_Educa,Count_Educ,Dist_Salud,Count_Salu,Dist_Cultu,Count_Cult,Dist_parqu,Area_parqu,Dist_Resta,Count_Rest,Dist_hotel,Count_Hote,Dist_banco,Count_Banc,Dist_Ofico,Count_Ofic,Dist_indus,Count_Indu,Dist_Vías,G2,G3,G4,G5,ID,Zona,CLUSTER_ID,Municipio,ZONA_1,Población,km2,NEAR_FID
1,275,Parajes del Encinal,4,Mixco Zona 6,14.66521,-90.6102,832.75,65584.5,79,6,11,220,1,2.75,1,1,0,1,0,0,1,1,1,1,178,14,3,0,16,5,10.85274664,9.11466064,6.438612027,0,7.759339473,0,2.681196713,0,2.706363907,0,3.075606301,0,1.243933038,0,2.013971947,0,4.400271147,0,2.375105786,0,2.089141223,0,0.940641308,0,2.204734059,0,0,0,0,275,34,2,San Pedro Sacatepéquez,0,51292,288,235
1,276,Parque 10,14,Zona 10,14.591938,-90.506013,1997.571429,134663.5714,67.84714286,20,1,173,2,2.142857143,1.571428571,1.714285714,0,1,1,1,1,1,0,1,140,19,37,16,18,17,0.416931947,3.822181041,1.481260142,0,0.1804356,2,0.060899983,15,0.052511484,5,0.343664125,5,0.219388432,28459,0.152395003,42,0.119059482,6,0.269430296,11,0.228270997,32,1.285348975,0,0.163303041,0,0,0,1,276,10,1,Guatemala,10,7700,55,143
1,277,Parque 11,13,Zona 11,14.604376,-90.556487,1395.846154,105933.0769,79.66923077,14,2,420,4,2.538461538,2,1.923076923,0,1,1,1,1,1,1,1,307,22,29,5,18,14,3.769824693,4.359357165,0.327272025,11,1.358776055,0,0.103103098,35,0.38662265,5,0.41790838,5,0.472101741,16664,0.711453015,4,0.755230803,2,0.23606707,14,0.307614516,4,0.165671843,3,0.302451558,0,0,1,0,277,11,2,Guatemala,11,35003,114,2
1,278,Parque 14,4,Zona 14,14.58869,-90.5193,2288,168360.75,75.25,24,1,412,2,2.25,1.75,1.75,0,1,1,1,1,1,0,1,364,19,24,10,17,13,1.107449024,4.255588486,0.372846908,4,0.264439583,4,0.335332065,7,0.319423732,8,0.17175441,7,0.038641415,85822,0.151087997,37,0.302560149,4,0.025985205,31,0.013910682,29,1.00839593,0,0.62546949,0,0,0,1,278,14,1,Guatemala,14,16390,45,10
1,279,Parque 15,12,Zona 15,14.60495,-90.5001,1772.25,193224.9167,109,18,3,322,2,3,2.75,2,0,1,1,1,1,1,1,1,119,19,37,16,17,17,0.843362598,2.648576586,1.776070443,0,0.999167281,0,0.151799919,14,0.506434822,4,0.204974721,8,0.093268506,50178,0.617196974,1,1.045792717,0,0.170813951,6,0.890601192,1,1.122635169,0,0.206627026,0,0,1,0,279,15,1,Guatemala,15,11192,94,12
1,280,Parque 7,54,Mixco Zona 7,14.6394726,-90.59257153,1300.166667,92022.51852,71,8,7,480,2,2.5,1.666666667,1.759259259,0,1,1,1,1,1,1,1,516,23,14,2,17,7,8.113611011,6.991630791,3.605157489,0,5.161800767,0,1.421977233,0,0.860134232,1,1.749763841,0,0.611035052,152,0.438597159,3,1.429744792,0,0.522255439,3,0.428470587,6,0.546414774,5,0.461250758,0,0,0,0,280,33,2,Mixco,0,465775,902,219
1,281,Parque Mateo Torre 1,35,Zona 7,14.63359,-90.567,1426,119598.7143,83.96142857,15,3,150,2,2.857142857,2,2,0,0,1,1,1,1,1,1,1079,24,10,1,16,9,5.538792048,4.399584919,1.093446206,0,2.542051363,0,0.138610853,19,0.717303924,5,0.497492843,3,0.335893346,71684,0.174676291,7,1.249570614,0,0.316424005,13,0.150308807,18,0.412983673,6,0.204244956,0,0,1,0,281,7,2,Guatemala,7,137029,127,118
1,282,Parque San Ángel Fase 1,28,Zona 2,14.67532,-90.5033,1252.785714,79914.53571,65.25,8,5,112,2,1.5,1.25,2,0,1,1,1,1,1,1,1,285,25,32,6,16,11,6.786009387,2.719519805,1.375880339,0,2.40935775,0,1.277261449,0,1.752859104,0,1.411684679,0,0.028765805,104534,1.402602263,0,2.420813465,0,1.363901753,0,2.457070469,0,0.896823938,1,0.056497436,0,1,0,0,282,2,2,Guatemala,2,24185,85,58
1,283,Parque San Ángel Fase 2,10,Zona 2,14.67532,-90.5033,1237.8,80914.1,67,8,5,112,2,2,1.5,2,0,1,1,1,1,1,1,1,285,25,32,6,16,11,6.786009387,2.719519805,1.375880339,0,2.40935775,0,1.277261449,0,1.752859104,0,1.411684679,0,0.028765805,104534,1.402602263,0,2.420813465,0,1.363901753,0,2.457070469,0,0.896823938,1,0.056497436,0,1,0,0,283,2,2,Guatemala,2,24185,85,58
1,284,Parque San Ángel Fase 3,30,Zona 2,14.67532,-90.5033,1258.866667,91478.8,73.83333333,8,5,112,2,2.166666667,1.666666667,2,0,1,1,1,1,1,1,1,285,25,32,6,16,11,6.786009387,2.719519805,1.375880339,0,2.40935775,0,1.277261449,0,1.752859104,0,1.411684679,0,0.028765805,104534,1.402602263,0,2.420813465,0,1.363901753,0,2.457070469,0,0.896823938,1,0.056497436,0,1,0,0,284,2,2,Guatemala,2,24185,85,58
1,285,Parque San Ángel Fase 4,18,Zona 2,14.67532,-90.5033,1257.166667,91359.33333,73.83333333,8,5,112,2,2.166666667,1.666666667,2,0,1,1,1,1,1,1,1,285,25,32,6,16,11,6.786009387,2.719519805,1.375880339,0,2.40935775,0,1.277261449,0,1.752859104,0,1.411684679,0,0.028765805,104534,1.402602263,0,2.420813465,0,1.363901753,0,2.457070469,0,0.896823938,1,0.056497436,0,1,0,0,285,2,2,Guatemala,2,24185,85,58
1,286,Parque San Jorge,8,Zona 11,14.613867,-90.555629,1429.75,93353.75,65.25,21,2,467,4,2.5,2,1.25,0.75,0,1,1,1,1,1,1,307,22,29,5,18,14,3.849445615,3.746290167,0.42146537,6,1.280767615,0,0.289989731,26,0.570527783,4,0.120111023,3,0.127731475,33377,0.594917668,11,0.897325618,1,0.255004568,9,0.501034105,11,0.305092572,6,0.131536339,0,0,0,1,286,11,2,Guatemala,11,35003,114,118
1,287,Pasaje Español,25,CAES,14.5376899,-90.4592779,1360.52,129965.08,95.4,6,4,74,1,2.6,2.24,2,0,1,0,0,1,1,1,1,120,20,11,3,17,6,7.520110088,10.46670412,7.440755064,0,0.707550071,1,3.232396095,0,5.139157412,0,5.619993646,0,0.866371823,934,0.234900047,5,0.789072314,1,0.436371608,1,0.156755844,6,0.703070853,2,0.200246282,0,0,0,0,287,42,3,Santa Catarina Pinula,0,80582,672,60
1,288,Pent-house,1,Zona 16,14.59621906,-90.486799,2503,616732,246.36,5,1,23,1,4,4,3,0,1,1,1,1,1,1,1,198,19,24,8,16,8,1.884267834,4.01984034,3.135108015,0,1.74577843,0,0.264751839,9,0.733443722,1,0.240114372,3,0.128315019,48076,0.709051748,3,1.923970935,0,0.778161075,7,0.690147187,2,2.543507776,0,0.465305726,1,0,0,0,288,16,1,Guatemala,16,38996,197,347
1,289,Petápolis Fase 1,44,Zona 12,14.5653,-90.5503,1522.727273,123409.8636,80.99,15,2,239,4,3,1.681818182,1.863636364,0,1,1,1,1,1,1,1,236,27,21,2,17,12,4.672885626,7.235290205,1.337610572,0,0.055174319,19,0.090765027,7,0.381265702,3,2.159643261,0,1.060275832,0,0.133040371,19,2.104895938,0,0.092761378,15,0.471353624,2,0.07446839,17,0.060385693,0,0,1,0,289,12,5,Guatemala,12,28595,121,117
1,290,Petápolis Fase 2,40,Zona 12,14.5653,-90.5503,1534,119909.525,77.935,15,2,235,4,3,1.6,1.6,0,1,1,1,1,1,1,1,236,27,21,2,17,12,4.672885626,7.235290205,1.337610572,0,0.055174319,19,0.090765027,7,0.381265702,3,2.159643261,0,1.060275832,0,0.133040371,19,2.104895938,0,0.092761378,15,0.471353624,2,0.07446839,17,0.060385693,0,0,1,0,290,12,5,Guatemala,12,28595,121,117
1,291,Piccolo,41,Zona 15,14.609701,-90.501937,1377.02439,166762.1951,124.6341463,5,1,9,1,2.463414634,2.036585366,1.902439024,0,1,0,0,0,1,0,0,119,19,37,16,17,17,0.768118629,2.139917904,1.306686113,0,1.073343846,0,0.06512547,21,0.262977437,13,0.340473631,9,0.024178531,28224,0.621002492,3,0.971024521,0,0.234400881,4,0.811478021,4,0.618125938,3,0.114803536,0,1,0,0,291,15,6,Guatemala,15,11192,94,12
1,292,Polanco,8,Zona 14,14.581488,-90.5187,2057,188226.5,91.505,7,1,22,2,3,2.5,2,0,1,0,0,0,1,0,0,364,19,24,10,17,13,1.792249377,4.958374172,0.576775403,4,0.982555511,0,0.156293604,7,0.234316663,6,0.143361614,7,0.149045326,86388,0.089817746,21,0.436400022,1,0.267341448,19,0.11315543,12,0.65618844,3,0.588831106,0,1,0,0,292,14,1,Guatemala,14,16390,45,9
1,293,Portal de Santa Rosa,45,Zona 12,14.59118803,-90.54573861,1425.666667,118745.4222,83.38666667,6,1,24,1,2,1.788888889,1.755555556,0,0,0,0,1,1,0,1,236,27,21,2,17,12,2.812584078,4.698263295,0.523741235,1,0.079602606,19,0.139394718,20,0.123173544,5,0.613089191,2,0.323383157,29684,0.321212164,14,1.000724338,0,0.244609109,18,0.28061586,10,0.444949509,13,0.085132372,0,1,0,0,293,12,1,Guatemala,12,28595,121,106
1,294,Pórtico,68,Zona 7,14.632945,-90.567803,1475.485294,120284.0882,81.97955882,9,1,85,2,2.470588235,1.441176471,1.882352941,0,1,0,1,1,1,0,1,1079,24,10,1,16,9,5.582780564,4.478478846,1.111115233,0,2.600603842,0,0.233164228,17,0.646881718,3,0.479482843,3,0.429421824,75094,0.152364331,6,1.171606104,0,0.373153089,11,0.231873634,18,0.391040176,7,0.10935079,0,0,1,0,294,7,2,Guatemala,7,137029,127,118
1,295,Praga,12,Zona 15,14.59094,-90.4905,2373,171441.75,72.9425,7,1,37,2,2,2,1.75,0,0,0,1,0,1,0,1,119,19,37,16,17,17,1.653744303,4.306569537,2.995762624,0,1.12766623,0,0.231479131,10,0.110377976,1,0.552929208,3,0.105344014,136971,0.544021742,12,1.481074495,0,0.14808904,7,0.056574248,7,2.3507138,0,0.116136712,0,1,0,0,295,15,1,Guatemala,15,11192,94,347
1,296,Primium 2,20,Zona 2,14.655215,-90.502,1668.25,112221,67.25,8,1,54,2,2.25,1.75,1.75,0,1,0,1,0,1,0,1,285,25,32,6,16,11,4.844786509,0.731948211,0.286981127,10,0.423370665,17,0.038502326,64,0.600850927,8,0.193322584,6,0.184175849,56201,0.395636159,7,0.407635307,1,0.462999449,10,0.866243908,1,0.892702389,1,0.425727513,0,1,0,0,296,2,6,Guatemala,2,24185,85,13
1,297,Privé 84,10,Zona 15,14.598497,-90.49236,2114.4,185132.6,88,7,1,30,2,2.4,2.1,1.8,0,1,0,1,0,1,0,1,119,19,37,16,17,17,1.324389697,3.545171066,2.654227847,0,1.329011143,0,0.373155546,12,0.887294756,1,0.284294481,5,0.40853096,69802,0.475449161,4,1.497588204,0,0.476304782,11,0.616405459,2,2.032538996,0,0.426542109,0,1,0,0,297,15,1,Guatemala,15,11192,94,347
1,298,Providencia,20,Zona 13,14.59294,-90.5195,2162.15,173095.5,80,13,1,62,2,2.5,2.1,2,0,0,0,1,0,1,0,1,319,25,12,2,16,8,0.699644426,3.838529763,0.157272809,6,0.085797316,4,0.08611178,7,0.199123936,8,0.463759368,5,0.094412558,92245,0.103761805,65,0.423749123,12,0.123760313,39,0.182861894,39,1.191059097,0,0.266299885,0,0,1,0,298,13,1,Guatemala,13,25850,81,318
1,299,Punto Mariscal,18,Zona 11,14.601048,-90.561385,1522,120715.7222,80,15,2,118,4,3,2,2,0,1,1,1,1,1,1,1,307,22,29,5,18,14,4.235741018,4.948977828,0.234319654,9,1.712735115,0,0.177729271,27,0.139329984,3,0.146762665,3,0.439819498,29918,0.719700643,4,1.117698395,0,0.14890838,15,0.705070941,2,0.55894952,2,0.010157726,0,0,0,1,299,11,2,Guatemala,11,35003,114,2
1,300,Quinze,34,Zona 15,14.594753,-90.49475172,1769.058824,244293.8235,137.9705882,6,1,20,2,2.441176471,2.044117647,2.117647059,0,1,0,0,1,0,0,0,119,19,37,16,17,17,1.123012045,3.789518276,2.489920889,0,0.96985497,0,0.375874113,8,0.655214629,1,0.264857069,1,0,65798,0.035011586,3,1.121397572,0,0.054839509,9,0.255278594,5,2.216090253,0,0.000795461,0,0,0,1,300,15,1,Guatemala,15,11192,94,347
1,301,Quo,52,Zona 4,14.61845,-90.5151,2160.923077,139175.3269,65.36423077,18,2,238,6,1.596153846,1.528846154,1.25,0,1,0,0,1,1,0,1,238,16,12,2,21,6,0.978062976,1.250312075,0.149638037,10,0.03902594,11,0.101573841,27,0.096521332,19,0.201871705,21,0.04502446,83515,0.055729421,96,0.092815981,13,0.095210308,50,0.088270822,37,0.384973419,3,0.056674987,0,0,1,0,301,4,1,Guatemala,4,2375,10,85
1,302,Ramblas de Cayalá,51,Zona 16,14.611064,-90.486799,2110.372549,291209.7451,137.5176471,6,2,30,2,2,2.078431373,2.117647059,0,1,1,1,1,1,1,1,198,19,24,8,16,8,2.273741202,2.882564364,1.800202006,0,2.459214057,0,0.166212128,3,0.323512203,2,0.074575906,4,0.247750928,40860,0.055683906,13,2.446228825,0,0.209483214,4,0.040538939,4,1.444579541,0,0.31183352,0,1,0,0,302,16,1,Guatemala,16,38996,197,347
1,303,Real de Los Fiallos,15,Zona 14,14.58269779,-90.507365,1242.866667,93236.13333,75,5,2,40,2,3,2.033333333,2,0,1,0,1,0,1,0,1,364,19,24,10,17,13,1.336790595,4.739620336,1.547381226,0,0.57251468,2,0.124617572,23,0.540965519,4,0.664444328,2,0.081316129,9758,0.594073982,18,0.852987932,1,0.464477651,15,0.243200125,19,0.476994542,3,0.62854949,0,1,0,0,303,14,1,Guatemala,14,16390,45,11
1,304,Reserva 5ta avenida,2,Zona 14,14.5795,-90.5188,2631,318000,120.85,14,1,78,2,3,2.5,2,0,1,1,1,1,1,0,1,364,19,24,10,17,13,1.987647201,5.156393125,0.554710965,3,1.1811777,0,0.347779212,8,0.15913288,6,0.154880306,6,0.114761486,85807,0.029251472,18,0.628991266,1,0.403315684,15,0.285005179,7,0.657617415,3,0.728882553,0,0,1,0,304,14,1,Guatemala,14,16390,45,9
1,305,Reserva Diez,27,Zona 10,14.59832,-90.5097,2321.592593,245796.2963,107.2296296,16,1,104,2,2.518518519,2.351851852,2,0,1,1,1,0,1,0,1,140,19,37,16,18,17,0,3.1785452,0.955827968,0,0.158014691,4,0.0754959,14,0.479844543,11,0.236637068,5,0.286896342,49420,0.045392736,87,0.194935662,19,0.19377048,37,0.092814294,46,1.732126064,0,0.147881558,0,0,0,1,305,10,1,Guatemala,10,7700,55,143
1,306,Reserva Oakland,11,Zona 10,14.599062,-90.502,1847.454545,384324.4545,207.6227273,5,1,67,2,3.272727273,3.772727273,3.818181818,0,1,1,1,1,1,0,1,140,19,37,16,18,17,0.38227496,3.168512777,1.707414986,0,0.555140201,2,0.221753288,13,0.817708773,1,0.231720182,4,0.22898669,66474,0.531852747,18,0.711617502,3,0.244549818,14,0.528907933,5,1.675136215,0,0.560649071,1,0,0,0,306,10,1,Guatemala,10,7700,55,347
1,307,Rivoli,92,Zona 15,14.588588,-90.488235,1761.619565,195885.3261,110.9529348,10,1,46,2,2.467391304,2.211956522,1.663043478,0,1,0,1,0,1,0,1,119,19,37,16,17,17,1.960574799,4.61606122,3.277767242,0,1.179776466,0,0.092549716,11,0.251568345,3,0.244790115,2,0.010251641,130216,0.221540965,9,1.724195262,0,0.37040848,6,0.209436206,6,2.46249781,0,0.157718364,0,0,1,0,307,15,1,Guatemala,15,11192,94,16
1,308,Ronda,10,Zona 15,14.58651114,-90.49239887,1653,280265.5,168.765,5,1,9,2,2.5,2,2,0,0,0,0,0,1,0,0,119,19,37,16,17,17,1.71946097,4.643667365,2.896867286,0,0.726308509,2,0.067695027,13,0.387336671,3,0.478401245,1,0.186639737,118416,0.483657444,14,1.366219887,0,0.357945597,16,0.295168562,19,2.000565607,0,0.300004554,0,1,0,0,308,15,1,Guatemala,15,11192,94,16
1,309,Roque Residencias,64,Zona 2,14.65255,-90.502806,1948.03125,113687.8281,59.1444375,17,1,114,2,2.0625,1.59375,1.546875,0,1,0,1,1,1,0,0,285,25,32,6,16,11,4.568304692,0.453882621,0.287055614,9,0.149988322,22,0.061924372,84,0.396827256,7,0.096241487,11,0.404336983,52710,0.389811814,7,0.156630647,1,0.379531477,8,0.714607374,1,1.089171933,0,0.151961585,0,0,1,0,309,2,6,Guatemala,2,24185,85,13
1,310,Rosselló,13,Zona 13,14.576239,-90.524721,2313.846154,167096.4615,72.03076923,18,1,46,2,2,1.961538462,1.769230769,0,0,1,1,0,1,0,1,319,25,12,2,16,8,2.44621337,5.568467913,0.179392103,3,1.251638501,0,0.124980869,10,0.353168646,6,0.250587463,7,0.086124887,73386,0.618207309,6,0.73637642,2,0.106697413,4,0.437228167,1,0.566436992,2,1.385887829,0,0,0,1,310,13,1,Guatemala,13,25850,81,5
1,311,Rue 3,28,Zona 4,14.61997663,-90.51346067,1430,81351,56.995,8,1,40,1,1.5,1,1.5,0,1,0,1,1,1,0,1,238,16,12,2,21,6,1.162063923,1.074566114,0.201160244,13,0.193980094,9,0.121600511,25,0.04072968,16,0.049227499,24,0.24341417,110187,0.018306036,96,0.257463854,9,0.146548155,54,0.093200007,28,0.173664909,4,0.198574555,0,0,1,0,311,4,1,Guatemala,4,2375,10,84
1,312,Sakai,12,Mixco Zona 1,14.61799,-90.6065,995.3333333,80631.83333,81,18,4,192,2,3,2,2,0,1,0,1,1,1,1,0,516,23,14,2,17,7,8.92777386,8.469738313,4.803744462,0,6.220911757,0,3.9814209,0,2.591595429,0,3.909426465,0,0.630437031,9144,0.421632038,4,1.125561444,0,0.39207624,4,0.111432138,3,0.446434508,1,0.016953858,0,0,0,0,312,39,2,Mixco,0,465775,902,334
1,313,Salomé,2,Zona 1,14.64587,-90.5046,1880,103635.5,55.4,6,2,33,1,2.5,1,1,0,1,0,1,1,1,0,1,722,27,17,2,17,10,3.879237468,0.032801696,0.214559903,14,0.111698998,22,0.097610344,102,0.31650566,17,0.172786782,24,0.034744711,62371,0.427106987,9,0.582358959,3,0.368733288,12,0.75710802,2,1.244340999,0,0.508177862,0,1,0,0,313,1,6,Guatemala,1,46215,64,13
1,314,Salvattore,25,Zona 10,14.59977,-90.5102,2161,176923.84,82.846,15,1,61,2,2.2,2.3,1.8,0,1,1,1,0,1,0,1,140,19,37,16,18,17,0,3.03611307,0.896780108,1,0.135806837,4,0.078215703,17,0.383484418,17,0.180689223,7,0.386761381,61204,0.068030285,91,0.266497598,19,0.05340314,42,0.062212708,44,1.591486661,0,0.126577843,0,0,0,1,314,10,1,Guatemala,10,7700,55,139
1,315,San Isidro 2021 Fase I,51,Zona 16,14.618522,-90.471089,1438.27451,160437.7255,111.745098,12,4,86,2,2.68627451,2.117647059,2,0,1,0,1,1,1,1,1,198,19,24,8,16,8,3.975838811,3.911922865,2.511529987,0,1.757669303,0,0.199822025,17,0.593763084,1,0.222641351,2,0.338523243,26035,0.546161795,6,3.71043364,0,0.680198444,8,0.558509942,1,1.790434902,0,0.640144286,0,1,0,0,315,16,4,Guatemala,16,38996,197,61
1,316,San Isidro 2021 Fase II,29,Zona 16,14.61852,-90.4711,1521.827586,158429.4828,106.3206897,12,4,86,2,2.793103448,2.327586207,2,0,1,0,1,1,1,1,1,198,19,24,8,16,8,3.97472729,3.910931116,2.510577055,0,1.758745687,0,0.199266657,17,0.594120774,1,0.222078058,2,0.337405252,26111,0.546765749,6,3.711166388,0,0.679885896,8,0.559145637,1,1.789627562,0,0.640284089,0,1,0,0,316,16,4,Guatemala,16,38996,197,61
1,317,San Martín,5,Zona 15,14.598388,-90.499474,1242,161451,130,5,1,6,0,2,1,2,0,1,0,0,1,1,0,0,119,19,37,16,17,17,0.614324955,3.294297049,1.968621256,0,0.704449717,2,0.236261674,6,0.932772689,0,0.460376598,3,0.144154244,69337,0.457264101,10,0.888505156,1,0.149466162,8,0.73678129,3,1.775717879,0,0.532298256,0,0,1,0,317,15,1,Guatemala,15,11192,94,347
1,318,San Miguel,40,Mixco Zona 4,14.65760034,-90.54096142,1249.45,118380.35,94.89475,6,4,96,1,3,2.1,2,0,1,0,0,1,1,1,1,516,23,14,2,17,7,5.406414706,2.239108607,1.239988218,0,2.236493195,0,0.981133275,0,0.999073001,0,1.91097608,0,0.147109366,1201,0.220356679,3,2.803630172,0,0.19689345,3,1.500131682,0,0.827796481,1,0.634960259,0,0,0,0,318,35,2,Mixco,0,465775,902,200
1,319,San Patricio II,28,Zona 14,14.58296525,-90.5193468,1684,253789.5,151.5,17,1,66,2,2.5,2,2,0,1,0,1,1,1,0,0,364,19,24,10,17,13,1.664344011,4.822159099,0.431041553,3,0.835515164,4,0.135259471,6,0.249030055,6,0.238371346,7,0.111215459,88572,0.242965258,22,0.278188815,1,0.235949367,18,0.169818333,11,0.759917625,3,0.578218693,0,1,0,0,319,14,1,Guatemala,14,16390,45,9
1,320,Santa Cecilia - MUVIS,2,Zona 8,14.61092,-90.530586,805,32692,40.8,6,1,33,0,2,1,0,0,0,0,0,1,0,0,1,756,25,12,1,18,9,1.332814617,2.269166094,0.442821737,3,0.092773207,22,0.045909931,47,0.048032559,11,0.095811229,4,0.119359863,2095,0.467507206,8,0.897836567,1,0.167161368,9,0.301290352,17,0.255205793,16,0.332755853,0,0,1,0,320,8,6,Guatemala,8,9829,13,55
1,321,Santa Inés del Parque,45,Zona 14,14.581239,-90.5205,2517.977778,423748.4444,170.8875556,20,1,59,2,2.244444444,2.744444444,2,0,1,1,1,1,1,0,1,364,19,24,10,17,13,1.8595853,5.010268369,0.396316995,4,1.019063742,0,0.299530619,10,0.141546319,6,0.088459653,7,0.02879323,91638,0.037061469,21,0.452167873,1,0.176238746,19,0.284324394,9,0.83006171,3,0.754769254,0,0,1,0,321,14,1,Guatemala,14,16390,45,9
1,322,Santa Laura,39,Mixco Zona 2,14.65760034,-90.54096142,1245.333333,139448.3333,111.9933333,3,6,48,0,3,2,2,0,1,0,0,1,0,0,0,516,23,14,2,17,7,5.406414706,2.239108607,1.239988218,0,2.236493195,0,0.981133275,0,0.999073001,0,1.91097608,0,0.147109366,1201,0.220356679,3,2.803630172,0,0.19689345,3,1.500131682,0,0.827796481,1,0.634960259,0,0,0,0,322,36,2,Mixco,0,465775,902,200
1,323,Santa María de las Charcas,34,Zona 11,14.59785852,-90.56231262,1524,122608.5,81.455,7,1,74,2,2.5,1.5,2,0,0,0,0,1,1,0,0,307,22,29,5,18,14,4.332746889,5.225789836,0.326841397,7,1.775567551,0,0.072209313,22,0.391157423,2,0.439124026,2,0.149739382,27454,0.604204523,4,0.814422647,1,0.445003261,21,0.84229577,1,0.673446032,3,0.305170558,0,1,0,0,323,11,2,Guatemala,11,35003,114,2
1,324,Santa María de Las Charcas II,30,Zona 11,14.60025582,-90.55678975,1248.933333,104083.9667,83.57333333,7,1,90,1,2.333333333,1.666666667,1.9,0,1,0,0,1,0,0,1,307,22,29,5,18,14,3.775065535,4.656124623,0.247567457,11,1.246514157,0,0.110705392,36,0.479738334,5,0.579253807,4,0.491882354,35807,0.361094257,4,0.65447085,1,0.197654496,18,0.246547694,3,0.130761972,2,0.188909707,0,1,0,0,324,11,2,Guatemala,11,35003,114,2
1,325,Santa María de Las Charcas III,24,Zona 11,14.60025582,-90.55678975,1537.416667,110056.2083,72.49166667,7,1,85,2,2.125,1.625,1.791666667,0,1,0,0,1,0,0,1,307,22,29,5,18,14,3.775065535,4.656124623,0.247567457,11,1.246514157,0,0.110705392,36,0.479738334,5,0.579253807,4,0.491882354,35807,0.361094257,4,0.65447085,1,0.197654496,18,0.246547694,3,0.130761972,2,0.188909707,0,1,0,0,325,11,2,Guatemala,11,35003,114,2
1,326,Santa María de Las Charcas III y IV,14,Zona 11,14.60025582,-90.55678975,1626.428571,110342.2857,68.27,7,4,85,8,2,1.428571429,1.714285714,0,1,0,0,1,0,0,1,307,22,29,5,18,14,3.775065535,4.656124623,0.247567457,11,1.246514157,0,0.110705392,36,0.479738334,5,0.579253807,4,0.491882354,35807,0.361094257,4,0.65447085,1,0.197654496,18,0.246547694,3,0.130761972,2,0.188909707,0,1,0,0,326,11,2,Guatemala,11,35003,114,2
1,327,Santa María de Las Charcas IV,28,Zona 11,14.60025582,-90.5568,1439.821429,124267.9643,86.63928571,7,1,84,2,2.75,1.857142857,2,0,1,0,0,1,0,0,1,307,22,29,5,18,14,3.776090518,4.656868026,0.246571086,11,1.247520272,0,0.11160071,36,0.478996029,5,0.578291503,4,0.492821593,35877,0.361455593,4,0.655495637,1,0.198510106,18,0.247562663,3,0.131565378,2,0.188401977,0,1,0,0,327,11,2,Guatemala,11,35003,114,2
1,328,Santa Sofía,36,Zona 10,14.59635609,-90.50955796,1755.333333,281421.3333,160.7666667,16,1,86,3,2,2,1.666666667,0,1,1,1,1,1,0,1,140,19,37,16,18,17,0.091782822,3.374304262,1.015419656,0,0.236158205,4,0.168468055,18,0.395512353,10,0.283791846,6,0.260693453,46216,0.050669386,82,0.179714814,17,0.380260077,33,0.250027744,45,1.597672764,0,0.229130137,0,0,1,0,328,10,1,Guatemala,10,7700,55,143
1,329,Santa Sofia 7A,1,Zona 14,14.59672,-90.5104,2479,381785,154,24,1,88,4,2,2.5,2,0,1,1,1,1,1,0,1,140,19,37,16,18,17,0.094058301,3.341758803,0.924000656,0,0.295672354,4,0.184095768,16,0.331179666,11,0.193067437,7,0.335145209,52288,0.140082875,89,0.087987006,18,0.32795702,34,0.214262421,46,1.622806769,0,0.287733954,0,0,0,1,329,14,1,Guatemala,10,7700,55,143
1,330,Santeli Apartamentos,15,Zona 12,14.58912,-90.5441,1993.933333,104985.7333,53.66666667,7,1,47,2,2,1.333333333,1.333333333,0,1,0,0,1,1,0,1,236,27,21,2,17,12,2.733331488,4.806229585,0.763369875,1,0.098848728,19,0.104298581,17,0.313626711,5,0.807363058,2,0.377206201,20113,0.192486849,10,1.035654348,0,0.272410934,19,0.356021957,9,0.237362426,17,0.102737999,0,1,0,0,330,12,1,Guatemala,12,28595,121,106
1,331,"Segheria Torre 1, 2, 3 y 4",34,Zona 14,14.581178,-90.510616,1846.882353,215651.5588,117.0882353,12,2,336,4,2.441176471,2.25,2,0,1,1,1,1,1,1,1,364,19,24,10,17,13,1.537697625,4.895075131,1.279133246,0,0.836916448,2,0.14924621,13,0.655480066,3,0.672330261,1,0.13116223,12042,0.433029379,13,1.025103104,0,0.408047047,10,0.04370597,9,0.133655216,3,0.444200089,0,1,0,0,331,14,1,Guatemala,14,16390,45,11
1,332,Sekkei,1,Zona 14,14.57253,-90.5244,2227,550000,247,27,1,40,2,3,3.5,2,0,1,1,1,1,1,1,1,364,19,24,10,17,13,2.79859489,5.930217698,0.221612541,3,1.58374563,0,0.11906085,14,0.141627228,5,0.185005302,4,0.066064415,51744,0.900248918,0,0.882695044,1,0.269190063,2,0.798308868,1,0.378646989,3,1.622222939,0,0,0,1,332,14,1,Guatemala,14,16390,45,5
