TARGET_FID,proyecto,region_zon,latitud,longitud,precio_m2,Total_Pric,superficie,niveles,torres,unidades,ascensor,dormitorio,sanitarios,parqueos,Dist_DBC,Dist_CH,Dist_Trans,Dist_Tra_1,Dist_Educa,Dist_Salud,Dist_Cultu,Dist_parqu,Dist_Resta,Dist_hotel,Dist_banco,Dist_Ofico,Dist_indus,Dist_Vías,Población
1,Acacia,Zona 12,14.58926538,-90.55836017,1020.652174,135166.8696,133.0434783,4,2,8,0,2.826086957,1.695652174,2,4.076809299,5.569498879,0.342159203,1.307514523,0.190912259,0.927539248,0.695129529,0.450140489,0.455388558,0.496376729,0.267863207,1.170840297,0.060083968,0.232227742,28595
2,Acantos,Zona 16,14.61216,-90.4932,2288.421053,507089.6842,220.8947368,10,3,60,2,2,2,2.421052632,1.6751922,2.35389834,1.421533104,1.942188046,0.707350637,0.650494737,0.491735281,0.335679167,0.412366614,1.868851037,0.400371722,0.278455337,0.950272546,0.294972342,38996
3,Adamant Studio Lofts,Zona 15,14.600724,-90.48841,2172.684211,85641.65789,41.37789474,4,1,81,1,1,1,1,1.743127832,3.555151715,2.656697157,1.779221656,0.292049937,0.881978268,0.403735255,0.299229381,0.236771012,1.951013742,0.359668909,0.743819818,2.100497454,0.519563474,11192
4,Agata,Zona 10,14.594848,-90.510656,2719,545423.4,200.6,20,1,56,2,2.1,2.6,3,0.274737724,3.530159229,0.976665293,0.395012025,0.230520838,0.270317305,0.323794895,0.425124754,0.096912697,0.229714986,0.289453024,0.154401403,1.43397955,0.253005482,7700
5,Ágora 1501,Zona 15,14.58369235,-90.48806252,1866.6875,187406.8438,100.895,10,1,33,1,2.5,2.03125,1.875,2.236606328,5.067593123,3.382200428,0.767337359,0.294384421,0.333224589,0.256307609,0.12318581,0.167769663,1.872324755,0.238341503,0.077372496,2.355318019,0.126418202,11192
6,Airali,Zona 10,14.601328,-90.510408,2555.233333,243366.8667,96.75933333,25,1,109,2,2.4,2.166666667,1.933333333,0,2.881912732,0.83823035,0.082937824,0.056286359,0.228538685,0.059009887,0.423263996,0.114027448,0.360846025,0.043443987,0.076941176,1.467264216,0.074779244,7700
7,Akari,Mixco Zona 2,14.63238,-90.572923,1396,73287.5,52.465,11,1,80,2,2.5,1.5,1.5,6.026846046,4.990038783,1.519560125,3.083697556,0.656508054,0.220623174,0.585272359,0.124843122,0.223683405,0.670173988,0.514650769,0.232690058,0.370775532,0.136606655,465775
8,Akoya,Zona 14,14.58384604,-90.51913961,1775.257143,302595.5143,170.3428571,14,1,30,2,3.485714286,2.514285714,2.4,1.573866528,4.731957368,0.394167889,0.746730128,0.126902229,0.159667795,0.328844841,0.186657531,0.297218943,0.197957922,0.149798825,0.125898303,0.777661183,0.534792437,16390
9,Albereda de la Española Muxbal,Muxbal,14.556421,-90.4669,1862.5,340214.5,184,6,1,17,2,2.5,3.5,2,5.616836464,8.457654173,5.979681514,0.585890241,1.391871569,3.147292144,3.629486035,0.93138051,0.56096482,1.25775919,0.504943963,0.319243226,2.297690283,0.588109846,80582
10,Albereda Española,Muxbal,14.56114668,-90.47285362,1492,380364,255,10,3,24,1,3,2,2,4.862249848,7.758799753,5.275304816,0.01893013,0.651266287,2.428974888,2.909831477,0.682727096,0.210845041,1.923002938,0.146152254,0.119158822,3.045719666,0.593710792,80582
11,Albereda II de la Española Muxbal,Muxbal,14.556421,-90.466899,1862.5,340214.5,184,6,1,17,2,2.5,3.5,2,5.616907332,8.457703314,5.97977674,0.585810596,1.391958503,3.147349331,3.629543134,0.93136073,0.560908851,1.257733113,0.504857407,0.319201859,2.297626323,0.588030387,80582
12,Albereda III de la Española Muxbal,Muxbal,14.55642,-90.4669,1700,312500,184.5,6,1,20,2,2.5,3,2,5.616907017,8.457741266,5.979712041,0.585950712,1.391920994,3.14737418,3.629568131,0.931478533,0.561047689,1.257662651,0.504994047,0.319334265,2.297613414,0.588170562,80582
13,Albero 14,Zona 14,14.571768,-90.523089,1953.25,285498.55,147.35,12,1,28,2,2.5,2.525,2,2.841135108,5.985667081,0.300295795,1.715303042,0.228723337,0.281268115,0.336635412,0.166188904,0.895085033,1.034330181,0.369384332,0.872752722,0.500296518,1.602355116,16390
14,Álbero 15,Zona 15,14.58190446,-90.48540547,1383.606061,176820.5152,128,11,1,52,1,2.484848485,2,2,2.556863157,5.340959543,3.685543736,0.816758879,0.339724714,0.060830696,0.485021434,0.018852133,0.313050143,2.187514322,0.060653982,0.146337045,2.599309583,0.021612086,11192
15,Albero San Lazaro,Zona 15,14.580707,-90.482003,2063.875,222181,112.4075,12,1,60,3,2.125,2.1875,1.75,2.906134663,5.601668974,4.045688719,0.977590895,0.582745988,0.327581078,0.787153288,0.291201522,0.614188236,2.546985564,0.31324956,0.490724838,2.933666694,0.094450573,11192
16,Alegría apartamentos Fase I T1 & T2,Mixco Zona 4,14.659761,-90.540977,1438.375,124047.5,86.545,8,2,90,2,2.666666667,2,2,5.602328556,2.334231492,1.44567988,2.333166006,0.986399016,1.179283254,2.011105225,0.240616137,0.406372299,2.947560483,0.378215213,1.470337819,1.041464878,0.850981198,465775
17,Alegría apartamentos Fase II T3 & T4,Mixco Zona 4,14.65976,-90.541,1380.333333,119231.5,86.545,8,2,90,2,2.666666667,2,2,5.603206218,2.336213323,1.446253879,2.335142103,0.988692085,1.180379648,2.01304838,0.241992494,0.405452946,2.949176527,0.377262356,1.468047653,1.041079654,0.850857865,465775
18,Alegría apartamentos Fase III T5,Mixco Zona 4,14.65976,-90.541,1540.5,140130,91.655,8,1,45,2,2.5,2,2,5.603206218,2.336213323,1.446253879,2.335142103,0.988692085,1.180379648,2.01304838,0.241992494,0.405452946,2.949176527,0.377262356,1.468047653,1.041079654,0.850857865,465775
19,Almoreto,CAES,14.56123794,-90.46484436,1774,120613,68,3,3,35,0,2,1,2,5.444437257,8.149758246,6.050899828,0.174888628,1.430504264,2.903845618,3.380665778,0.43091508,0.109736393,1.700340006,0.182761314,0.017525528,2.578958137,0.181198981,80582
20,Alta Villa El Naranjo,Mixco Zona 11,14.67181349,-90.55401591,1083.029412,86624.67647,80,15,4,224,8,3,2,2,7.275823967,4.076974508,3.019886282,4.076490698,1.98823177,1.599997462,2.96979667,0.420017467,0.080541424,4.585345038,1.941395877,0.010809419,1.909418022,0.08585028,465775
21,Altabrisa,Villa Canales,14.48046,-90.5319,556.8235294,23642.70588,43.58823529,5,39,936,0,2,1.352941176,0.647058824,11.83033318,15.14452508,8.961055854,4.088642441,6.127931591,6.657855595,6.607758883,0.266446825,0.300398646,3.914433802,0.176447346,0.089619171,0.604945936,4.54474869,155422
22,Altavista,Villa Nueva,14.50636,-90.5381,857,66818,78,12,1,110,2,3,2,1,9.502530719,12.67841781,6.352653037,1.42639526,3.481050393,4.058589215,4.021569471,0.14773226,0.707882663,1.360930438,1.73978504,1.980391772,1.365292096,3.288438334,155422
23,Altea Uno,Zona 1,14.640948,-90.501484,1573.829787,74705.7234,47.44680851,8,1,96,2,1.936170213,1.276595745,0.893617021,3.458670245,0.543885103,0.64109022,0.018445368,0.234534263,0.453063804,0.112514433,0.277469952,0.477427971,0.840408931,0.547273609,0.963178098,1.078903922,0.121300491,46215
24,Altos de la Colina,Zona 12,14.559896,-90.553759,967,133895.5,138.5,7,2,56,1,3,2,2,5.306982961,7.867085444,1.09217558,0.277414667,0.093546258,0.336647641,2.301584971,0.753635124,0.359051817,2.716978812,0.324076468,0.03475799,0.178436872,0.293963222,28595
25,Altos de la Montaña,Zona 16,14.58999476,-90.47271818,1198.333333,235418.619,196.425,6,1,20,2,2.5,2,1.833333333,3.376018287,5.370762889,4.334129976,2.289730201,0.966632213,1.442324244,1.304332528,0.967048012,0.763312726,3.260730519,1.429558323,1.526583067,3.924514245,0.214551538,38996
26,Altos de la sabana,Zona 17,14.633895,-90.485222,1034,72411,70,6,10,120,0,3,2,2,3.586405539,2.248085856,0.834100254,1.511512253,0.17269936,0.389434657,0.51008597,0.521960276,0.759008358,2.414638042,1.012311501,1.069588436,0.314448071,0.343900998,20498
27,Altos de San Jacinto,Mixco Zona 10,14.618885,-90.599618,820.7021277,59281.80851,72.4893617,5,2,40,0,3.085106383,2,1.510638298,8.267170599,7.77636635,4.110337453,5.530696552,3.324635093,2.023902384,3.223239021,0.523134313,0.50562838,1.81920368,0.609400184,0.499543628,0.630665706,0.544373468,465775
28,Altos de San Jacinto Torre 2,Mixco Zona 10,14.618885,-90.599618,744,59277.5,80.5,5,2,20,0,3.5,2,1,8.267170599,7.77636635,4.110337453,5.530696552,3.324635093,2.023902384,3.223239021,0.523134313,0.50562838,1.81920368,0.609400184,0.499543628,0.630665706,0.544373468,465775
29,Altos de Verona,Villa Nueva 8,14.51814112,-90.61063405,1178.5,87050.5,74.49,7,3,36,1,2.5,2,2,12.28649634,14.39139487,6.601690601,56327.55335,6.029833035,6.577868512,8.069585314,0.061790529,2.032418269,2.252081353,1.789980597,0.216486543,0.133043408,0.340335049,433734
30,Altture Kanajuyú,Zona 16,14.60164,-90.4746,1732.942857,140861.0571,83.17142857,8,1,44,2,1.714285714,1.771428571,1.771428571,3.122774717,4.422106563,3.272117959,2.517713803,0.208656783,1.176544709,1.226663547,0.816642347,1.109989893,3.250930916,1.369972921,1.004974783,2.790373043,0.836610888,38996
31,Altura San Nicolás,Mixco Zona 1,14.65558891,-90.56676925,1333,83988,63,7,3,84,1,3,2,2,6.792237689,4.669907481,2.355492202,3.626729325,0.694015494,0.731526762,1.217966738,0.106994138,0.238930515,2.532744702,0.15994238,0.313616116,0.205424268,0.238653692,465775
32,Amara 11,Zona 11,14.604305,-90.547193,1633.727273,120749.5455,74.94484848,13,1,83,2,2.818181818,1.96969697,1.727272727,2.847551847,3.699614769,0.21350164,0.631641602,0.079061458,0.238437028,0.289561933,0.455269449,0.298695459,0.158964794,0.069744185,0.375796112,0.390652577,0.102873292,35003
33,AMI Torre 1,Mixco Zona 10,14.62144,-90.5901,1190.666667,65937.66667,55.33333333,10,2,140,2,2.333333333,1,1.666666667,7.37640698,6.795304305,3.129900132,4.580496414,2.33948553,1.30939703,2.238493776,1.004324584,0.53881461,1.620314057,1.231014821,1.174198472,0.987542033,1.18750793,465775
34,Ancona,Mixco Zona 9,14.612578,-90.613225,874.375,53058.625,60.7,12,3,288,6,2.625,1,1,9.501703722,9.233621371,5.522721031,6.929237418,4.73709339,3.4547211,4.713085452,0.502530074,0.611871999,0.629381024,0.60756933,0.887153087,0.666518058,0.4743238,465775
35,Ángel,Zona 3,14.63734,-90.523851,740.0833333,49636.16667,67.0275,4,1,13,0,2,1,0.888888889,2.912288499,0.155865407,0.655789496,0.484964039,0.093801426,0.190361701,0.280123936,0.679619369,0.369022102,0.488798127,0.17966741,0.041267559,0.64969854,0.562883768,41148
36,Annia,Zona 15,14.591121,-90.495767,1863.782609,208501.1304,111.9869565,7,1,26,2,2.826086957,2.5,2,1.182950493,4.097625665,2.490196535,0.731555245,0.466681929,0.550099325,0.63200516,0.295734491,0.353250773,0.954479208,0.254974672,0.238393221,1.910116386,0.298587215,11192
37,Aoki,Zona 14,14.5854,-90.5076,2115.852941,141104.2059,66.63294118,4,1,22,1,1.382352941,1.382352941,1.588235294,1.068692051,4.468961293,1.482173261,0.331640242,0.36054783,0.519058773,0.466682965,0.207478546,0.469457357,0.602821374,0.207968098,0.27552232,0.651588272,0.501934275,16390
38,Apartamentos 21B+,Zona 15,14.58597029,-90.49180676,2117,204370,96,6,1,28,2,2,1.5,2,1.798776898,4.715039231,2.965682112,0.754893703,0.147778819,0.411092383,0.419019357,0.191195977,0.418923544,1.44020687,0.404488717,0.248262971,2.040346271,0.285085238,11192
39,Apartamentos SQ,Zona 15,14.58962,-90.4938,2081.5,196948,95.5,5,1,20,2,2.5,1.5,1.5,1.429919072,4.303573314,2.713765826,0.78470591,0.225916699,0.338970145,0.705129898,0.224985499,0.511368406,1.159036545,0.183462107,0.243688341,1.997433604,0.228395008,11192
40,Apartamentos Vermont,CAES,14.534286,-90.463706,1047.9,124731.2,120.1333333,5,1,15,1,2.066666667,1.9,2,7.525737318,10.5734514,7.244078226,1.264569986,3.279814976,5.24278475,5.717479192,0.358998752,0.420832235,0.999307265,0.965096426,0.288551752,0.691765282,0.272645748,80582
41,Ápice,Zona 15,14.59121075,-90.49054611,1856.809524,338440.0476,183.8,7,1,15,1,2.714285714,2.285714286,2,1.63858924,4.280044543,2.98358957,1.139549571,0.240563827,0.137746128,0.578540513,0.117976711,0.563103045,1.47664463,0.163228922,0.067684623,2.359315505,0.128329519,11192
42,Ápice Vista Hermosa II,Zona 15,14.58129,-90.4869,2074.666667,360010.4167,173.98625,14,1,43,1,2.8125,2.489583333,2,2.470012563,5.3343097,3.560314793,0.666945158,0.421391821,0.221591335,0.498049646,0.175153238,0.345335981,2.080346317,0.221976915,0.148438935,2.446376681,0.177463859,11192
43,Aralia Mariscal,Zona 11,14.605215,-90.55335,1671.055556,152918.6667,90.72222222,17,1,135,3,2.944444444,2.222222222,1.722222222,3.469936589,4.067073592,0.517381246,1.14508727,0.217290428,0.603877847,0.541511673,0.302849134,0.42378257,0.463863929,0.461865749,0.39344014,0.326407663,0.515013467,35003
44,Aralia Mariscal 2,Zona 11,14.60501,-90.5528,1789.363636,147138.1212,82.26424242,8,1,77,3,2.636363636,2,1.878787879,3.412513202,4.040054251,0.510733427,1.089841233,0.23055726,0.570841408,0.497796305,0.261075502,0.409422928,0.406964716,0.407192224,0.435697638,0.355299128,0.506697971,35003
45,Aria,Zona 10,14.59479973,-90.50900968,1724,396212.5,230.5,13,1,38,2,2.5,2.5,2,0.210079418,3.52858402,1.125103857,0.259456405,0.123296454,0.363275142,0.423411042,0.299507709,0.093276315,0.157197539,0.361372582,0.272730077,1.454719695,0.251882173,7700
46,Arlés apartamentos,Zona 15,14.58393,-90.4947,2202,119043,53.25,20,1,80,4,1.5,1.25,1.5,1.705904652,4.815931494,2.737024165,0.411807947,0.14289491,0.729799018,0.743671765,0.053359821,0.307064501,1.273740623,0.146514052,0.137224981,1.707896111,0.232919244,7700
47,Armonia Apartamentos,Zona 12,14.599749,-90.540183,1497.75,93071.5,63.10625,13,1,200,3,2.125,1.75,1.375,2.11451555,3.68098197,0.699050754,0.146616781,0.363291887,0.31263198,0.790219004,1.028845959,0.149336438,0.986155577,0.247220966,0.385673439,0.082670401,0.147748293,28595
48,Artis,Zona 13,14.57561847,-90.52533766,2250.25,161240.5,72.18,12,1,123,3,1.75,2,2,2.521377106,5.639150921,0.176795847,1.269492456,0.094394766,0.279006557,0.228043236,0.118838241,0.705351436,0.684147491,0.101935778,0.513107156,0.480038421,1.469971975,25850
49,Asti,Zona 14,14.5732865,-90.52277236,1762.88,396603.74,224.8772,22,1,37,2,2.36,2.56,2.64,2.686123145,5.830772654,0.175297136,1.605239445,0.157575852,0.315196366,0.324220596,0.177271301,0.746753978,0.996946062,0.252793044,0.72442319,0.555440221,1.461103895,16390
50,Astorga,Zona 13,14.570614,-90.526529,1880.842105,274757.2105,146.9473684,6,1,17,2,2.473684211,2.578947368,1.736842105,3.035733464,6.151872553,0.084091224,1.67287727,0.151863627,0.153430891,0.287278895,0.078902233,0.761471002,0.839016746,0.150650727,0.804645407,0.164105554,1.906473175,25850
51,Atelier,Zona 15,14.586445,-90.4918,2140.0625,224874.875,105.286875,7,1,18,2,2.4375,2.5,2.125,1.77287989,4.670899141,2.956910868,0.775973517,0.120042707,0.366509967,0.41823151,0.220847626,0.423421958,1.425041767,0.357027411,0.236431106,2.055266136,0.256062519,11192
52,Athenea,Zona 11,14.61143,-90.5523,1675,156361.5,93.335,9,2,72,4,2.5,2,2,3.478330118,3.596259601,0.452223138,1.160802153,0.128022259,0.354034646,0.493934677,0.267471105,0.330405324,0.766508939,0.380526288,0.102177704,0.077909255,0.139855053,35003
53,Atom Cuatro,Zona 4,14.617497,-90.515048,2241.266667,96152.33333,43.56666667,10,1,51,2,1.666666667,1,0.666666667,0.886042315,1.343722946,0.243962678,0.0722971,0.14502265,0.110633879,0.16682253,0.113309049,0.041454864,0.047930321,0.057530054,0.079155697,0.436784551,0.074514077,2375
54,Atrium,Zona 10,14.591774,-90.503328,2008,411551,205,13,2,138,4,2,2,2,0.544851797,3.864973266,1.749969369,0.063746037,0.190923442,0.269113444,0.281926331,0.12917022,0.096015066,0.213704125,0.317848667,0.343965401,1.415723529,0.067287517,7700
55,ATTICA,Zona 14,14.58176814,-90.51544723,1786.5,217944,123,16,1,123,3,2.5,2,2,1.663078415,4.881561456,0.817729125,0.971411287,0.245750832,0.465207925,0.454882597,0.158235301,0.044330445,0.587979314,0.054706007,0.204999406,0.354304221,0.348771834,16390
56,ATTICA II,Zona 14,14.58176814,-90.51544723,1725.617021,257385.5106,150.4621277,16,1,123,3,2.680851064,2.319148936,1.914893617,1.663078415,4.881561456,0.817729125,0.971411287,0.245750832,0.465207925,0.454882597,0.158235301,0.044330445,0.587979314,0.054706007,0.204999406,0.354304221,0.348771834,16390
57,Atzul,Zona 21,14.554565,-90.54374,846.28,45280.28,53.2088,10,5,368,2,2.68,1.04,0.36,5.174401792,8.046197935,2.226330358,0.083198874,0.270043732,0.172896127,1.186673695,0.207423703,0.621619593,2.523454287,0.600983934,0.965425466,0.268657645,0.087913589,80215
58,Aurea,Zona 12,14.59341,-90.556,1889.222222,150030.8333,79.5,16,1,64,2,2.5,2,2,3.754895954,5.100033178,0.23790324,1.1248983,0.140275191,0.604543474,0.504144558,0.129219457,0.1884334,0.815338287,0.227244353,0.69425874,0.455353524,0.189457803,28595
59,Avenida 21,Zona 15,14.592406,-90.488566,2393.5,534750,223.5,6,1,9,1,3,3.5,3,1.782742772,4.26058213,3.144402892,1.370161188,0.176529974,0.316473638,0.447606506,0.301040906,0.591721766,1.680559889,0.390735181,0.298751983,2.590337889,0.358771682,11192
60,Avenik,Zona 15,14.59014,-90.4937,2408.5,163404,67.64,10,1,73,2,1.5,1.5,1.5,1.409618508,4.258177127,2.718068926,0.826113635,0.238405885,0.329634166,0.723218331,0.186306372,0.464405108,1.164080098,0.16062162,0.190858201,2.031536797,0.189726922,11192
61,Avia Fase 2,Zona 10,14.60174,-90.5137,2448,223495,92.32,19,1,82,4,1.6,1.5,1.6,0,2.880788044,0.520204571,0.183083195,0.107943781,0.304539845,0.38459527,0.241419835,0.045509962,0.127516182,0.091551901,0.013586388,1.21311559,0.260020849,7700
62,AYKA,Zona 15,14.593297,-90.492352,1998,278693,139.9235714,11,1,41,2,2.428571429,2,2,1.3950826,4.015717,2.755459955,1.129860563,0.218941705,0.396210276,0.48651779,0.098385971,0.299435552,1.316480747,0.157153354,0.151628372,2.314617449,0.105463346,11192
63,Azores,Zona 15,14.583835,-90.49135,2242.666667,378568.2667,169.6966667,9,1,27,2,2.333333333,2.766666667,2,1.962095306,4.931045811,3.060961694,0.613970762,0.35121206,0.607630986,0.442276789,0.002255948,0.414949116,1.568131323,0.403749686,0.22386836,2.033768849,0.377892957,11192
64,Azure Katorce,Zona 14,14.582917,-90.52052,2147.269231,421437.7692,195,12,1,44,2,2.961538462,3.134615385,2.461538462,1.697160528,4.844710068,0.358244481,0.853831137,0.235482721,0.303833607,0.237666826,0.06490814,0.192269574,0.287944911,0.187336405,0.27849151,0.868807774,0.691308713,16390
65,Baden,Zona 15,14.59215,-90.4918,2630.947368,307282.9123,117.7475439,20,1,67,2,2.140350877,2.640350877,2.315789474,1.486638363,4.142929643,2.837301984,1.101773477,0.29797933,0.269273927,0.613059832,0.074492029,0.406436966,1.356155873,0.163984976,0.150159499,2.297673656,0.082149618,11192
66,Balcones de Kanajuyu,Zona 16,14.61904017,-90.477595,1086.153846,121958.8462,112.5769231,4,1,12,1,2.5,2.057692308,1.5,3.374860737,3.278172543,1.895562976,2.410279028,0.092514815,0.910601856,0.630695277,0.270297084,0.813483014,3.573742232,0.404619901,0.547073007,1.243803095,0.607761028,38996
67,Balcones de La Arboleda,Zona 1,14.645073,-90.49904,1099.714286,83590.10714,76.20035714,5,2,22,1,3,1.607142857,1.107142857,3.918072177,0.553747084,0.231576627,0.054267261,0.172499834,0.447639265,0.248003994,0.271555517,0.162128865,0.680579372,0.351294006,1.252305798,1.217785397,0.538091185,46215
68,Baldone,Zona 2,14.65326,-90.5069,2187,88733.25,43.48416667,16,2,203,2,1.916666667,1.333333333,1.166666667,4.55380526,0.554309496,0.393938289,0.177629477,0.138087633,0.315678141,0.300056362,0.227851873,0.149134869,0.522618082,0.154210525,0.340010298,0.674015553,0.180570529,24185
69,Balmes 47,Zona 11,14.59809,-90.56003,1601.777778,127483.2222,79.69111111,8,1,57,2,2.222222222,1.777777778,1.777777778,4.103627374,5.040666829,0.158325998,1.547491277,0.135289203,0.447082702,0.470432603,0.369631452,0.437258629,0.89349151,0.362959903,0.621148609,0.447223531,0.165274181,35003
70,Bari,CAES,14.541238,-90.478542,912.875,55678.5,61,12,3,288,6,3,1,2,6.162362535,9.374595658,5.630422028,1.886598633,2.206675319,4.149163415,4.588731674,0.804031115,1.408016725,1.522894931,2.010969907,1.77182669,1.775437632,1.81985923,80582
71,Barletta Apartamentos,Zona 14,14.584347,-90.5192,1710.333333,465290.3333,272,12,1,40,2,3,3.5,2,1.526680201,4.683355426,0.365064514,0.696843872,0.077977585,0.119528463,0.376811297,0.166653134,0.24796591,0.149218627,0.099406189,0.138347803,0.806473424,0.53330181,16390
72,Barrio 5 Torre A,Zona 5,14.623906,-90.492374,1615.840909,66276.27273,41.59090909,18,2,380,4,1.772727273,1.090909091,0.727272727,2.369412341,1.723191647,0.427435639,1.712208918,0.276501678,0.320522491,0.65746541,0.334748122,0.397745266,2.028711314,0.348739449,1.076721675,0.425083501,0.287063486,52970
73,Barrio Don Bosco,Zona 8,14.621756,-90.520476,1646.25,63056.25,38,22,2,390,4,1.75,1.25,0,1.317941608,1.005013275,0.378003515,0.027586925,0.182319197,0.527455582,0.207015625,0.272305082,0.306414357,0.416813078,0.199725186,0.282050335,0.545335135,0.311808223,9829
74,Be14 Torre A,Zona 14,14.582329,-90.507882,2045.136364,151562.8636,74.45454545,9,1,92,2,2.5,2,2,1.377076871,4.775582526,1.505159369,0.626312937,0.15236966,0.569226423,0.663147311,0.141209852,0.561837203,0.902178293,0.512988637,0.179955599,0.413524295,0.593520075,16390
75,Be14 Torre B,Zona 14,14.58233,-90.5079,2911,168831,58,9,1,54,2,2,2,2,1.377132205,4.775461033,1.503387072,0.626906439,0.15180466,0.570898389,0.662061202,0.140866074,0.560185234,0.902597163,0.513225225,0.17844014,0.412078964,0.591830295,16390
76,Beita,Zona 1,14.638017,-90.51199,1924,91855.75,47.75,7,1,41,2,1,1,0,2.957512037,0,0.089274738,0.073871832,0.115497711,0.263785504,0.083241681,0.28715858,0.145744687,0.078215024,0.02957686,0.210469777,0.823354866,0.429128261,46215
77,Bellevue,Zona 15,14.595455,-90.490936,1616,307133,190,5,1,16,2,3,2,2,1.4820295,3.880877561,2.853919799,1.349214005,0.043896904,0.56395799,0.448324524,0.340330756,0.421248028,1.505616355,0.398370156,0.402059928,2.366467811,0.347325823,11192
78,Benevento,Zona 14,14.582132,-90.50874,1224,234995,192,7,1,35,2,3,3,2,1.406534205,4.795011967,1.427029516,0.677223577,0.065587212,0.640803861,0.636927221,0.10110119,0.497268346,0.948615021,0.554073393,0.098786823,0.332511784,0.525343975,16390
79,Berlindo,Mixco Zona 1,14.61984,-90.6043,832,39614.5,47.675,6,1,60,2,2.5,1,0,8.74490153,8.222900791,4.558324304,5.997948654,3.708871441,2.304394124,3.650584781,0.659767421,0.663008648,1.371032233,0.640063235,0.278982014,0.259055544,0.066625566,465775
80,Biko 10,Zona 10,14.59288,-90.5077,2154.181818,157325.8182,76.18181818,20,1,100,2,2.454545455,1.636363636,1.818181818,0.332179527,3.720910132,1.314840526,0.279447366,0.112375527,0.140750478,0.522794682,0.376558333,0.129425488,0.039766126,0.253200878,0.203265346,1.305505739,0.185047485,7700
81,Bonavita,Zona 15,14.605476,-90.498561,1813.525424,132201.1695,73.01694915,9,1,54,2,1.86440678,1.423728814,1.576271186,1.002226428,2.652242911,1.834253213,1.159764022,0.212043077,0.454159977,0.173975074,0.18291264,0.770719134,1.19959182,0.321827807,0.825413668,1.124205196,0.32040975,11192
82,Borghetto,Zona 15,14.59491,-90.4916,2111,216283.72,102.8168,7,1,29,2,2.04,2.42,1.92,1.426199466,3.900420401,2.796951326,1.265150057,0.060769031,0.520676344,0.419272825,0.254548893,0.347248218,1.426376263,0.318026139,0.317411003,2.380783213,0.261548154,11192
83,Bosco 23 Avenida,Zona 15,14.584702,-90.489024,2707.971429,639813.5714,236.822,16,2,54,4,3,3.185714286,2.914285714,2.100514556,4.936693612,3.264826178,0.801728392,0.25962049,0.464224926,0.206335646,0.107644647,0.169852959,1.745357243,0.289574712,0.191963434,2.278826632,0.140917548,11192
84,Bosques de Euskadi,Zona 16,14.592471,-90.46337091,1458.592593,127917.7407,87.97666667,10,1,52,2,2.666666667,2,2,4.253623105,5.871701514,4.694765185,2.274413386,1.274036971,2.383466935,2.158254473,0.131735678,1.5149849,4.196640555,2.383929495,1.077294832,4.166328223,0.495459709,38996
85,Bosques y Jardines,CAES,14.53835369,-90.44071385,1122.266667,92026.86667,82,4,9,76,0,2,2,2,8.765664862,11.40337102,9.071720262,0.655988738,4.569625455,6.227552478,6.701869181,0.091459517,0.893574691,2.365974858,0.853213717,0.742408345,0.345129667,1.372911056,58922
86,Boutique Apartamentos,Zona 15,14.59780454,-90.49473207,1165.933333,164027.0667,145,3,1,5,0,2,2,2,1.084960855,3.507541084,2.440343203,1.083157334,0.408789465,0.905876242,0.048115063,0.178859612,0.274325047,1.259079721,0.26469054,0.54549984,1.98095084,0.25641951,11192
87,Breogán,Zona 15,14.60808405,-90.50136057,1783.466667,159984.7333,89.88333333,5,1,9,0,2.666666667,2.016666667,2,0.789693805,2.31149577,1.47799531,1.030755067,0.166350223,0.276810691,0.381652627,0.09306243,0.566551491,0.962790519,0.287830176,0.82706225,0.788064092,0.091760861,11192
88,Brickell,Zona 15,14.602329,-90.486656,1733.97561,185798.0488,107.2536585,5,1,14,1,2,2,1.756097561,1.947730548,3.529399755,2.571626063,2.005336146,0.25024913,0.667532438,0.35689895,0.284482639,0.20514931,2.183746351,0.289837959,0.545965722,2.121113766,0.293622431,11192
89,Brunelo,Zona 10,14.60647,-90.5129,2074.75,123936,60.7,17,1,195,1,2.25,1.875,1,0,2.401127267,0.524980673,0.295874225,0.003927303,0.085247369,0.353968142,0.032726651,0.064308133,0.12023608,0.162362373,0.257102021,0.958078669,0.249808815,7700
90,Buenos Aires,Santa Catarina Pinula,14.5629,-90.5007,975.1904762,87563.66667,89.90095238,6,2,72,1,3.047619048,2,2,3.368900683,6.76281584,2.596585715,0.879223693,1.486423432,1.712840833,2.610353346,0.168843604,0.971176975,0.731707301,1.68556339,0.84135012,1.964670302,1.69766735,80582
91,Cadoro,Zona 16,14.59629185,-90.4612,1412.692308,138078.8462,97.76923077,4,1,11,1,2,2,2,4.440452774,5.809791478,4.571658493,1.835325741,0.851102214,2.576665349,2.046307801,0.313759453,1.933373414,4.44297841,2.734277036,0.700433038,4.003906884,0.640876377,38996
92,Caledonia,Zona 16,14.59647434,-90.45965489,1421,142090,100,7,1,27,2,2.5,2,2,4.59435291,5.925794479,4.67322419,1.741759434,0.819329132,2.701231776,2.103163157,0.438551414,2.058265113,4.598562938,2.883146631,0.724850859,4.094831761,0.674967054,38996
93,Camilla Town House,Zona 15,14.60714287,-90.50004816,1327.966667,152352.3333,113.5,3,1,10,0,1.5,1.516666667,1.5,0.914686987,2.443265595,1.618197993,1.103027052,0.278971334,0.290388829,0.37613332,0.054721058,0.649918644,1.067968523,0.331897477,0.910816775,0.914610986,0.17972215,11192
