TARGET_FID,proyecto,region_zon,latitud,longitud,precio_m2,Total_Pric,superficie,niveles,torres,unidades,ascensor,dormitorio,sanitarios,parqueos,Dist_DBC,Dist_CH,Dist_Trans,Dist_Tra_1,Dist_Educa,Dist_Salud,Dist_Cultu,Dist_parqu,Dist_Resta,Dist_hotel,Dist_banco,Dist_Ofico,Dist_indus,Dist_Vías,Población
459,Torre Atlántica,Zona 18,14.650355,-90.476058,815.39,31101.81,44.38,6,1,80,0,3,1,0,5.439164609,2.786927633,0.222886462,0.198315926,0.184897701,0.50262906,0.427014454,0.162701118,0.318971086,2.387787638,0.285620678,0.245620319,0.100292402,0.214561802,205204
460,Torre Alta Paisaje,Mixco Zona 8,14.610912,-90.601622,1299.03,86414.77,73.06,6,3,72,0,3,1,2,8.3295737,8.14610741,4.357177623,5.800174427,3.611386847,2.776438794,3.714107752,0.078379202,0.204340106,1.71998374,0.208516833,0.253789831,1.190679576,0.831381201,465775
461,Trasciende Jocotales,Chinautla,14.691785,-90.491347,879.23,33109.11,46.98,6,3,186,0,2,1,0,8.641039804,4.540683712,1.855619814,3.214827264,1.930129614,1.016139509,2.789864851,0.241022119,1.080246411,4.204872644,2.136668099,4.059603805,2.049409203,0.749339843,114752
462,Trasciende La Parroquia,Zona 6,14.654343,-90.498367,737.59,32446.93,44.17,6,3,71,0,2,1,0,4.833952924,0.827859629,0.201868052,0.37405221,0.044737256,0.329882536,0.461529201,0.246259898,0.579754938,0.493586768,0.28727667,1.183843551,0.814078374,0.375943398,70778
463,Petapa 50,Zona 12,14.56376,-90.551156,1352.2,79395.64,56.57,7,1,52,2,3,2,1,4.844776155,7.410228739,1.25204928,0.106151374,0.189253553,0.226466025,2.309136539,0.934702503,0.107140853,2.267606266,0.249386081,0.299711762,0.139192049,0.110823594,28595
464,Petápolis,Zona 12,14.565261,-90.54994,1378.08,115100.5,78.37,12,3,478,9,3,2,1,4.651794197,7.225414153,1.373335191,0.019185083,0.125883723,0.383937076,2.16640222,1.049521914,0.100657003,2.078847106,0.060271588,0.479378088,0.0385154,0.024447909,28595
465,Santo Domingo 12,Zona 1,14.630883,-90.508273,781.76,34976.46,43.59,6,1,64,0,2,1,0,2.339419696,0.007408498,0.201667354,0.00641489,0.138965608,0.151510035,0.326359,0.334769056,0.369488978,0.324290995,0.406498045,0.613555009,0.142577754,0.565362701,46215
466,Altos de Montesano,Zona 16,14.635985,-90.455168,1445.9,91381.14,63.2,7,4,84,1,3,2,2,6.121484015,5.016278341,1.92493471,0.141155351,0.746297961,1.086190078,1.520249562,0.824847428,1.142796539,1.476719359,1.205221592,1.566211281,1.520149005,1.007426769,38996
467,Lares de San Cristobal,Mixco Zona 8,14.591483,-90.60075,1573.1,87461.02,55.66,15,3,143,6,2.6,1,1.6,8.215636013,8.779930733,3.472015839,5.427963698,2.748653223,3.952741639,3.999756702,0.175252203,0.453862019,3.063339629,2.020553777,0.729250015,0.942753298,2.597586933,465775
469,Torre Teruel,Zona 12,14.575457,-90.568324,2008.37,80334.61,40,11,1,51,2,1,1,1,5.507193489,7.269759998,0.570698473,2.04554944,0.911458005,1.991929092,2.002857923,0.090408308,0.434702665,1.517372868,0.44626559,0.468166464,0.486111413,0.233530138,433734
470,Andares 12 Fase I,Zona 12,14.572885,-90.548076,2033.46,109922.23,54.14,24,1,173,2,2.14,1.57,1.71,3.975070895,0,1.768104211,0.051707246,0.111125631,0.965430812,1.445613352,1.249741599,0.325716391,1.539390195,0.327013703,0.286866397,0.231983795,0.059244817,28595
